ts;station_id;sensor0;sensor1;sensor2;sensor3
2021-02-01 00:13:00;ST0002;-2.7003;-2.7102;-2.7019;-1.2261
2021-02-01 00:14:00;ST0001;-9999;-6.7232;-6.7526;-6.7248
2021-02-01 00:14:00;ST0002;-2.7058;-2.73;-2.7261;-1.2394
2021-02-01 00:15:00;ST0002;-2.6934;-2.7224;-2.7039;-1.2417
2021-02-01 00:15:00;ST0001;-6.7063;-6.7192;-6.6753;-6.7148
2021-02-01 00:16:00;ST0001;-6.7595;-6.7624;-6.7787;-6.7465
2021-02-01 00:16:00;ST0002;-2.752;-2.7447;-2.7554;-1.2613
2021-02-01 00:17:00;ST0001;-6.7196;-6.7128;-6.752;-6.72
2021-02-01 00:17:00;ST0002;-2.7073;-2.7255;-2.7179;-1.2075
2021-02-01 00:18:00;ST0001;-6.707;-6.698;-6.697;-6.7168
2021-02-01 00:18:00;ST0002;-2.7085;-2.7027;-2.6939;-1.2042
2021-02-01 00:19:00;ST0001;-6.6972;-6.6904;-6.6999;-6.6877
2021-02-01 00:19:00;ST0002;-2.6965;-2.6856;-2.7074;-1.193
2021-02-01 00:20:00;ST0001;-6.721;-6.7352;-6.6774;-6.7186
2021-02-01 00:20:00;ST0002;-2.7222;-2.721;-2.718;-1.2172
2021-02-01 00:21:00;ST0002;-2.7084;-2.7428;-2.7238;-1.2176
2021-02-01 00:21:00;ST0001;-6.726;-6.7227;-6.7833;-6.7367
2021-02-01 00:22:00;ST0001;-6.7679;-6.7544;-6.8387;-6.7619
2021-02-01 00:22:00;ST0002;-2.7474;-2.7564;-2.7494;-1.2508
2021-02-01 00:23:00;ST0002;-2.7212;-2.7462;-2.738;-1.2357
2021-02-01 00:23:00;ST0001;-6.751;-6.7246;-6.7641;-6.7309
2021-02-01 00:24:00;ST0001;-6.7231;-6.7203;-6.7323;-6.7281
2021-02-01 00:24:00;ST0002;-2.7323;-2.7129;-2.7309;-1.2288
2021-02-01 00:25:00;ST0001;-6.7425;-6.7306;-6.7853;-6.7339
2021-02-01 00:25:00;ST0002;-2.7216;-2.7386;-2.7387;-1.2215
2021-02-01 00:26:00;ST0001;-6.7708;-6.7487;-6.7816;-6.7427
2021-02-01 00:26:00;ST0002;-2.7549;-2.7558;-2.773;-1.2525
2021-02-01 00:27:00;ST0002;-2.7382;-2.7476;-2.7439;-1.234
2021-02-01 00:27:00;ST0001;-6.7587;-6.754;-6.7686;-6.7336
2021-02-01 00:28:00;ST0002;-2.7265;-2.71;-2.7199;-1.2262
2021-02-01 00:28:00;ST0001;-6.7291;-6.7261;-6.7219;-6.7083
2021-02-01 00:29:00;ST0001;-6.7284;-6.7321;-6.7305;-6.6953
2021-02-01 00:29:00;ST0002;-2.7168;-2.7099;-2.709;-1.2161
2021-02-01 00:30:00;ST0002;-2.7259;-2.7308;-2.7211;-1.2217
2021-02-01 00:30:00;ST0001;-6.7164;-6.7129;-6.7272;-6.724
2021-02-01 00:31:00;ST0002;-2.7485;-2.7468;-2.7267;-1.2518
2021-02-01 00:31:00;ST0001;-6.7368;-6.7071;-6.7045;-6.7318
2021-02-01 00:32:00;ST0001;-6.7552;-6.7402;-6.7026;-6.7398
2021-02-01 00:32:00;ST0002;-2.7558;-2.7559;-2.7482;-1.2454
2021-02-01 00:33:00;ST0002;-2.7408;-2.7553;-2.7316;-1.234
2021-02-01 00:33:00;ST0001;-6.7383;-6.7619;-6.816;-6.7323
2021-02-01 00:34:00;ST0001;-6.7334;-6.7198;-6.7662;-6.7191
2021-02-01 00:34:00;ST0002;-2.7382;-2.7136;-2.7291;-1.233
2021-02-01 00:35:00;ST0002;-2.7511;-2.7421;-2.7313;-1.2343
2021-02-01 00:35:00;ST0001;-6.7513;-6.7419;-6.7281;-6.741
2021-02-01 00:36:00;ST0001;-6.7493;-6.7612;-6.6652;-6.7612
2021-02-01 00:36:00;ST0002;-2.7538;-2.7499;-2.7579;-1.2647
2021-02-01 00:37:00;ST0001;-6.8196;-6.8092;-6.8427;-6.8239
2021-02-01 00:37:00;ST0002;-2.8145;-2.8255;-2.8016;-1.2947
2021-02-01 00:38:00;ST0002;-2.8498;-2.8584;-2.8423;-1.3648
2021-02-01 00:38:00;ST0001;-6.8608;-6.8505;-6.8167;-6.8428
2021-02-01 00:39:00;ST0001;-6.8511;-6.871;-6.8706;-6.8457
2021-02-01 00:39:00;ST0002;-2.8579;-2.8708;-2.8622;-1.3598
2021-02-01 00:40:00;ST0002;-2.8091;-2.8147;-2.8228;-1.34
2021-02-01 00:40:00;ST0001;-6.8132;-6.8116;-6.7556;-6.804
2021-02-01 00:41:00;ST0001;-6.7924;-6.8112;-6.7727;-6.815
2021-02-01 00:41:00;ST0002;-2.7904;-2.7777;-2.8019;-1.2941
2021-02-01 00:42:00;ST0001;-6.8227;-6.8063;-6.7577;-6.8148
2021-02-01 00:42:00;ST0002;-2.8165;-2.8149;-2.8016;-1.3089
2021-02-01 00:43:00;ST0001;-6.8493;-6.8491;-6.8494;-6.8537
2021-02-01 00:43:00;ST0002;-2.8508;-2.8662;-2.8445;-1.3458
2021-02-01 00:44:00;ST0001;-6.8269;-6.8235;-6.8951;-6.8343
2021-02-01 00:44:00;ST0002;-2.8388;-2.8172;-2.835;-1.3425
2021-02-01 00:45:00;ST0001;-6.8091;-6.8229;-6.843;-6.832
2021-02-01 00:45:00;ST0002;-2.8069;-2.8232;-2.8311;-1.2968
2021-02-01 00:46:00;ST0001;-6.7624;-6.7861;-6.7084;-6.7848
2021-02-01 00:46:00;ST0002;-2.7846;-2.7889;-2.7897;-1.2741
2021-02-01 00:47:00;ST0002;-2.8223;-2.8048;-2.815;-1.3252
2021-02-01 00:47:00;ST0001;-6.8196;-6.8349;-6.8179;-6.8168
2021-02-01 00:48:00;ST0002;-2.8174;-2.7994;-2.8059;-1.3122
2021-02-01 00:48:00;ST0001;-6.8127;-6.8112;-6.8415;-6.8155
2021-02-01 00:49:00;ST0002;-2.8242;-2.801;-2.816;-1.3107
2021-02-01 00:49:00;ST0001;-6.8165;-6.8428;-6.8806;-6.8322
2021-02-01 00:50:00;ST0002;-2.7699;-2.7792;-2.7869;-1.2747
2021-02-01 00:50:00;ST0001;-6.7816;-6.7801;-6.8239;-6.7642
2021-02-01 00:51:00;ST0002;-2.7431;-2.7454;-2.756;-1.2603
2021-02-01 00:51:00;ST0001;-6.7551;-6.7396;-6.695;-6.752
2021-02-01 00:52:00;ST0001;-6.7241;-6.7205;-6.6859;-6.7373
2021-02-01 00:52:00;ST0002;-2.7118;-2.7128;-2.7444;-1.219
2021-02-01 00:53:00;ST0002;-2.7482;-2.7466;-2.7623;-1.2573
2021-02-01 00:53:00;ST0001;-6.7611;-6.7452;-6.7619;-6.7527
2021-02-01 00:54:00;ST0001;-6.7239;-6.7165;-6.7334;-6.7139
2021-02-01 00:54:00;ST0002;-2.7251;-2.7261;-2.7179;-1.2235
2021-02-01 00:55:00;ST0001;-6.6952;-6.7048;-6.6597;-6.6836
2021-02-01 00:55:00;ST0002;-2.6916;-2.7111;-2.6827;-1.2034
2021-02-01 00:56:00;ST0002;-2.6869;-2.6934;-2.6822;-1.2069
2021-02-01 00:56:00;ST0001;-6.6986;-6.6919;-6.6841;-6.6974
2021-02-01 00:57:00;ST0002;-2.6967;-2.6878;-2.6998;-1.2018
2021-02-01 00:57:00;ST0001;-6.6838;-6.7024;-6.6952;-6.713
2021-02-01 00:58:00;ST0002;-2.6908;-2.6973;-2.7183;-1.2246
2021-02-01 00:58:00;ST0001;-6.7094;-6.7174;-6.7196;-6.6959
2021-02-01 00:59:00;ST0002;-2.7073;-2.71;-2.6932;-1.2158
2021-02-01 00:59:00;ST0001;-6.7097;-6.7146;-6.6819;-6.7026
2021-02-01 01:00:00;ST0002;-2.6877;-2.6812;-2.658;-1.1873
2021-02-01 01:00:00;ST0001;-6.6566;-6.6824;-6.6631;-6.6815
2021-02-01 01:01:00;ST0001;-6.7066;-6.7273;-6.7392;-6.7232
2021-02-01 01:01:00;ST0002;-2.7275;-2.73;-2.7185;-1.2141
2021-02-01 01:02:00;ST0001;-6.6998;-6.7041;-6.6804;-6.7027
2021-02-01 01:02:00;ST0002;-2.6997;-2.7068;-2.7082;-1.2078
2021-02-01 01:03:00;ST0001;-6.6968;-6.693;-6.772;-6.6983
2021-02-01 01:03:00;ST0002;-2.6947;-2.6867;-2.6999;-1.1722
2021-02-01 01:04:00;ST0001;-6.6738;-6.6627;-6.7176;-6.6693
2021-02-01 01:04:00;ST0002;-2.6628;-2.659;-2.6613;-1.1589
2021-02-01 01:05:00;ST0001;-6.6607;-6.6637;-6.6101;-6.6642
2021-02-01 01:05:00;ST0002;-2.6494;-2.663;-2.6468;-1.1472
2021-02-01 01:06:00;ST0001;-6.6388;-6.6529;-6.6903;-6.6503
2021-02-01 01:06:00;ST0002;-2.6356;-2.6474;-2.6416;-1.1404
2021-02-01 01:07:00;ST0001;-6.6175;-6.6082;-6.629;-6.5965
2021-02-01 01:07:00;ST0002;-2.6085;-2.6088;-2.5937;-1.0997
2021-02-01 01:08:00;ST0001;-6.5774;-6.5951;-6.5621;-6.59
2021-02-01 01:08:00;ST0002;-2.5871;-2.5923;-2.593;-1.1053
2021-02-01 01:09:00;ST0002;-2.5465;-2.5674;-2.5641;-1.0586
2021-02-01 01:09:00;ST0001;-6.5639;-6.5469;-6.5951;-6.5688
2021-02-01 01:10:00;ST0002;-2.5728;-2.5723;-2.5758;-1.059
2021-02-01 01:10:00;ST0001;-6.5687;-6.5557;-6.527;-6.5569
2021-02-01 01:11:00;ST0002;-2.5915;-2.5822;-2.5824;-1.0908
2021-02-01 01:11:00;ST0001;-6.5906;-6.586;-6.619;-6.5802
2021-02-01 01:12:00;ST0002;-2.5995;-2.591;-2.6064;-1.1175
2021-02-01 01:12:00;ST0001;-6.6203;-6.6134;-6.676;-6.6099
2021-02-01 01:13:00;ST0002;-2.6;-2.6004;-2.6095;-1.1185
2021-02-01 01:13:00;ST0001;-6.6124;-6.6235;-6.5945;-6.6022
2021-02-01 01:14:00;ST0002;-2.6109;-2.6407;-2.6089;-1.128
2021-02-01 01:14:00;ST0001;-6.6109;-6.6048;-6.6771;-6.6046
2021-02-01 01:15:00;ST0001;-6.6579;-6.6399;-6.666;-6.6483
2021-02-01 01:15:00;ST0002;-2.645;-2.6488;-2.6399;-1.1429
2021-02-01 01:16:00;ST0001;-6.6783;-6.683;-6.6912;-6.668
2021-02-01 01:16:00;ST0002;-2.673;-2.669;-2.6841;-1.1774
2021-02-01 01:17:00;ST0001;-6.6366;-6.6401;-6.6093;-6.6271
2021-02-01 01:17:00;ST0002;-2.639;-2.6381;-2.6297;-1.166
2021-02-01 01:18:00;ST0001;-6.6617;-6.6688;-6.6775;-6.6532
2021-02-01 01:18:00;ST0002;-2.6647;-2.6802;-2.6644;-1.1535
2021-02-01 01:19:00;ST0002;-2.6506;-2.638;-2.6333;-1.1374
2021-02-01 01:19:00;ST0001;-6.6431;-6.6574;-6.6762;-6.6421
2021-02-01 01:20:00;ST0002;-2.6544;-2.6457;-2.6661;-1.1384
2021-02-01 01:20:00;ST0001;-6.6453;-6.6535;-6.7129;-6.6594
2021-02-01 01:21:00;ST0001;-6.6758;-6.651;-6.6607;-6.6533
2021-02-01 01:21:00;ST0002;-2.6541;-2.6519;-2.6369;-1.169
2021-02-01 01:22:00;ST0002;-2.553;-2.593;-2.6083;-1.0872
2021-02-01 01:22:00;ST0001;-6.5832;-6.5972;-6.574;-6.5953
2021-02-01 01:23:00;ST0001;-6.5642;-6.5685;-6.5161;-6.5571
2021-02-01 01:23:00;ST0002;-2.5619;-2.5669;-2.5775;-1.0727
2021-02-01 01:24:00;ST0001;-6.5913;-6.592;-6.6376;-6.5909
2021-02-01 01:24:00;ST0002;-2.5759;-2.5767;-2.5695;-1.095
2021-02-01 01:25:00;ST0001;-6.5816;-6.6057;-6.6611;-6.5991
2021-02-01 01:25:00;ST0002;-2.6021;-2.6021;-2.5956;-1.0921
2021-02-01 01:26:00;ST0002;-2.5801;-2.5664;-2.5349;-1.0755
2021-02-01 01:26:00;ST0001;-6.5675;-6.5374;-6.6218;-6.546
2021-02-01 01:27:00;ST0001;-6.5806;-6.5973;-6.6227;-6.5928
2021-02-01 01:27:00;ST0002;-2.5866;-2.5985;-2.5885;-1.0805
2021-02-01 01:28:00;ST0001;-6.5693;-6.5809;-6.5393;-6.5777
2021-02-01 01:28:00;ST0002;-2.5938;-2.5597;-2.5855;-1.065
2021-02-01 01:29:00;ST0001;-6.5631;-6.5429;-6.5567;-6.5806
2021-02-01 01:29:00;ST0002;-2.5609;-2.5715;-2.5577;-1.0558
2021-02-01 01:30:00;ST0001;-6.5739;-6.5601;-6.4875;-6.5783
2021-02-01 01:30:00;ST0002;-2.5725;-2.5543;-2.5699;-1.0711
2021-02-01 01:31:00;ST0002;-2.519;-2.5276;-2.4934;-1.009
2021-02-01 01:31:00;ST0001;-6.5093;-6.5299;-6.5039;-6.5273
2021-02-01 01:32:00;ST0002;-2.5258;-2.5204;-2.4987;-1.0267
2021-02-01 01:32:00;ST0001;-6.5491;-6.525;-6.4857;-6.5233
2021-02-01 01:33:00;ST0001;-6.4658;-6.4686;-6.5126;-6.4697
2021-02-01 01:33:00;ST0002;-2.4739;-2.4812;-2.4872;-0.9874
2021-02-01 01:34:00;ST0002;-2.4656;-2.4639;-2.4829;-0.9763
2021-02-01 01:34:00;ST0001;-6.4727;-6.4519;-6.5438;-6.488
2021-02-01 01:35:00;ST0001;-6.4496;-6.4502;-6.5096;-6.4507
2021-02-01 01:35:00;ST0002;-2.4175;-2.4566;-2.4473;-0.9368
2021-02-01 01:36:00;ST0002;-2.4602;-2.4773;-2.4317;-0.9495
2021-02-01 01:36:00;ST0001;-6.4586;-6.4513;-6.4981;-6.4741
2021-02-01 01:37:00;ST0002;-2.4684;-2.4609;-2.4576;-0.9564
2021-02-01 01:37:00;ST0001;-6.4599;-6.4758;-6.4637;-6.4629
2021-02-01 01:38:00;ST0002;-2.481;-2.5061;-2.4981;-1.0051
2021-02-01 01:38:00;ST0001;-6.4726;-6.4911;-6.4808;-6.4869
2021-02-01 01:39:00;ST0001;-6.4567;-6.4749;-6.473;-6.464
2021-02-01 01:39:00;ST0002;-2.4878;-2.4715;-2.4733;-0.9854
2021-02-01 01:40:00;ST0001;-6.516;-6.51;-6.5362;-6.5019
1970-01-01 00:00:00;ST0002;-2.4834;-2.5135;-2.5158;-1.0111
2021-02-01 01:41:00;ST0001;-6.4696;-6.4772;-6.4262;-6.4695
2021-02-01 01:41:00;ST0002;-2.4655;-2.4637;-2.4688;-0.9667
2021-02-01 01:42:00;ST0001;-6.4511;-6.4468;-6.353;-6.4355
2021-02-01 01:42:00;ST0002;-2.4578;-2.4358;-2.4455;-0.9543
2021-02-01 01:43:00;ST0002;-2.4401;-2.4569;-2.4348;-0.9411
2021-02-01 01:43:00;ST0001;-6.4389;-6.4641;-6.4621;-6.4392
2021-02-01 01:44:00;ST0001;-6.4039;-6.4269;-6.3986;-6.4036
2021-02-01 01:44:00;ST0002;-2.3844;-2.3948;-2.3941;-0.8778
2021-02-01 01:45:00;ST0001;-6.3712;-6.3671;-6.3884;-6.3693
2021-02-01 01:45:00;ST0002;-2.3795;-2.3756;-2.3735;-0.8628
2021-02-01 01:46:00;ST0001;-6.34;-6.35;-6.3426;-6.3443
2021-02-01 01:46:00;ST0002;-2.3411;-2.3476;-2.3464;-0.8414
2021-02-01 01:47:00;ST0002;-2.3248;-2.3272;-2.3382;-0.824
2021-02-01 01:47:00;ST0001;-6.3362;-6.3397;-6.2799;-6.3375
2021-02-01 01:48:00;ST0001;-6.289;-6.2852;-6.3184;-6.2887
2021-02-01 01:48:00;ST0002;-2.2882;-2.297;-2.2846;-0.7795
2021-02-01 01:49:00;ST0001;-6.2926;-6.3041;-6.2862;-6.2889
2021-02-01 01:49:00;ST0002;-2.2781;-2.2839;-2.2817;-0.7847
2021-02-01 01:50:00;ST0001;-6.2904;-6.28;-6.2821;-6.2917
2021-02-01 01:50:00;ST0002;-2.2831;-2.2704;-2.2672;-0.775
2021-02-01 01:51:00;ST0002;-2.2989;-2.2953;-2.3169;-0.7955
2021-02-01 01:51:00;ST0001;-6.3197;-6.3025;-6.3737;-6.3081
2021-02-01 01:52:00;ST0002;-2.3404;-2.3235;-2.3183;-0.8299
2021-02-01 01:52:00;ST0001;-6.3373;-6.3468;-6.3115;-6.3301
2021-02-01 01:53:00;ST0001;-6.3316;-6.3298;-6.2962;-6.3181
2021-02-01 01:53:00;ST0002;-2.3234;-2.3305;-2.3305;-0.8131
2021-02-01 01:54:00;ST0002;-2.3126;-2.3344;-2.3136;-0.8293
2021-02-01 01:54:00;ST0001;-6.3029;-6.3063;-6.2924;-6.3095
2021-02-01 01:55:00;ST0001;-6.3134;-6.3204;-6.2895;-6.3187
2021-02-01 01:55:00;ST0002;-2.3257;-2.3054;-2.3121;-0.7999
2021-02-01 01:56:00;ST0002;-2.3173;-2.2986;-2.3231;-0.8152
2021-02-01 01:56:00;ST0001;-6.3224;-6.3288;-6.345;-6.3149
2021-02-01 01:57:00;ST0002;-2.2733;-2.26;-2.2696;-0.7616
2021-02-01 01:57:00;ST0001;-6.2709;-6.2654;-6.2445;-6.2786
2021-02-01 01:58:00;ST0002;-2.2623;-2.2549;-2.2469;-0.7532
2021-02-01 01:58:00;ST0001;-6.2772;-6.2649;-6.2985;-6.271
2021-02-01 01:59:00;ST0001;-6.2347;-6.2282;-6.3327;-6.2638
2021-02-01 01:59:00;ST0002;-2.2242;-2.2449;-2.2343;-0.7471
2021-02-01 02:00:00;ST0002;-2.2543;-2.246;-2.2458;-0.7391
2021-02-01 02:00:00;ST0001;-6.2358;-6.2468;-6.2411;-6.2434
2021-02-01 02:01:00;ST0002;-2.2223;-2.2287;-2.2247;-0.7189
2021-02-01 02:01:00;ST0001;-6.234;-6.2149;-6.1469;-6.2361
2021-02-01 02:02:00;ST0002;-2.2071;-2.2111;-2.1897;-0.6784
2021-02-01 02:02:00;ST0001;-6.1873;-6.2044;-6.1954;-6.1967
2021-02-01 02:03:00;ST0002;-2.2352;-2.2083;-2.2319;-0.7383
2021-02-01 02:03:00;ST0001;-6.2292;-6.2336;-6.2173;-6.2308
2021-02-01 02:04:00;ST0002;-2.1985;-2.2029;-2.1901;-0.6982
2021-02-01 02:04:00;ST0001;-6.2066;-6.199;-6.137;-6.2161
2021-02-01 02:05:00;ST0002;-2.1705;-2.1695;-2.1715;-0.6753
2021-02-01 02:05:00;ST0001;-6.1783;-6.1774;-6.211;-6.1845
2021-02-01 02:06:00;ST0001;-6.1581;-6.1409;-6.1285;-6.1374
2021-02-01 02:06:00;ST0002;-2.1371;-2.1365;-2.1532;-0.6377
2021-02-01 02:07:00;ST0001;-6.1294;-6.1237;-6.1625;-6.1244
2021-02-01 02:07:00;ST0002;-2.1199;-2.1158;-2.1255;-0.6381
2021-02-01 02:08:00;ST0001;-6.0704;-6.071;-6.1232;-6.0841
2021-02-01 02:08:00;ST0002;-2.0609;-2.077;-2.0806;-0.5723
2021-02-01 02:09:00;ST0001;-6.0727;-6.0726;-6.0518;-6.0476
2021-02-01 02:09:00;ST0002;-2.0291;-2.0493;-2.0578;-0.5592
2021-02-01 02:10:00;ST0001;-6.0229;-5.9968;-5.9836;-6.0163
2021-02-01 02:10:00;ST0002;-2.0213;-2.0133;-2.0117;-0.5379
2021-02-01 02:11:00;ST0001;-5.9737;-5.9809;-6.0696;-5.9948
2021-02-01 02:11:00;ST0002;-1.9771;-1.9689;-1.9895;-0.5092
2021-02-01 02:12:00;ST0001;-5.9769;-6.0054;-6.0115;-5.9941
2021-02-01 02:12:00;ST0002;-1.9919;-1.9782;-2.0092;-0.502
2021-02-01 02:13:00;ST0001;-5.9346;-5.9469;-5.9626;-5.9327
2021-02-01 02:13:00;ST0002;-1.944;-1.9446;-1.9565;-0.4516
2021-02-01 02:14:00;ST0001;-5.9544;-5.9712;-6.0299;-5.9782
2021-02-01 02:14:00;ST0002;-1.9718;-1.9866;-1.9653;-0.4701
2021-02-01 02:15:00;ST0002;-1.9898;-1.982;-1.9829;-0.4967
2021-02-01 02:15:00;ST0001;-5.9863;-5.9683;-5.9987;-5.9753
2021-02-01 02:16:00;ST0001;-5.9978;-5.993;-6.1004;-5.9736
2021-02-01 02:16:00;ST0002;-1.9851;-1.9863;-1.9879;-0.4715
2021-02-01 02:17:00;ST0001;-5.9561;-5.9594;-5.8795;-5.9572
2021-02-01 02:17:00;ST0002;-1.9562;-1.958;-1.9541;-0.4689
2021-02-01 02:18:00;ST0001;-6.0009;-6.0289;-5.9883;-6.0124
2021-02-01 02:18:00;ST0002;-2.0031;-2.0031;-1.9875;-0.5058
2021-02-01 02:19:00;ST0001;-5.977;-5.9856;-5.9578;-5.9782
2021-02-01 02:19:00;ST0002;-1.9853;-1.971;-1.9882;-0.4626
2021-02-01 02:20:00;ST0001;-5.9506;-5.9496;-5.8963;-5.9504
2021-02-01 02:20:00;ST0002;-1.9417;-1.9377;-1.9343;-0.4193
2021-02-01 02:21:00;ST0001;-5.9136;-5.9287;-5.9785;-5.9238
2021-02-01 02:21:00;ST0002;-1.9251;-1.9345;-1.9208;-0.4214
2021-02-01 02:22:00;ST0002;-1.8931;-1.8648;-1.8789;-0.3895
2021-02-01 02:22:00;ST0001;-5.8821;-5.8804;-5.8565;-5.8704
2021-02-01 02:23:00;ST0002;-1.854;-1.8318;-1.8483;-0.3446
2021-02-01 02:23:00;ST0001;-5.8462;-5.8597;-5.8542;-5.8532
2021-02-01 02:24:00;ST0002;-1.8498;-1.8386;-1.836;-0.3351
2021-02-01 02:24:00;ST0001;-5.8348;-5.8409;-5.8235;-5.8577
2021-02-01 02:25:00;ST0002;-1.7445;-1.7431;-1.7419;-0.2727
2021-02-01 02:25:00;ST0001;-5.7582;-5.7666;-5.8366;-5.7513
2021-02-01 02:26:00;ST0001;-5.7457;-5.7371;-5.6963;-5.7388
2021-02-01 02:26:00;ST0002;-1.7321;-1.7705;-1.746;-0.2402
2021-02-01 02:27:00;ST0002;-1.7527;-1.7733;-1.7597;-0.2315
2021-02-01 02:27:00;ST0001;-5.7476;-5.7521;-5.6789;-5.7623
2021-02-01 02:28:00;ST0002;-1.7298;-1.7335;-1.7317;-0.2456
2021-02-01 02:28:00;ST0001;-5.7403;-5.7434;-5.7617;-5.7246
2021-02-01 02:29:00;ST0002;-1.733;-1.7353;-1.7132;-0.2373
2021-02-01 02:29:00;ST0001;-5.7301;-5.7367;-5.7489;-5.7623
2021-02-01 02:30:00;ST0002;-1.7131;-1.7105;-1.7107;-0.1934
2021-02-01 02:30:00;ST0001;-5.7129;-5.7134;-5.7331;-5.7177
2021-02-01 02:31:00;ST0001;-5.6703;-5.675;-5.7062;-5.6547
2021-02-01 02:31:00;ST0002;-1.6708;-1.6888;-1.6813;-0.1695
2021-02-01 02:32:00;ST0002;-1.6694;-1.6511;-1.6741;-0.1676
2021-02-01 02:32:00;ST0001;-5.6694;-5.6736;-5.6279;-5.6613
2021-02-01 02:33:00;ST0002;-1.6569;-1.6484;-1.6542;-0.1331
2021-02-01 02:33:00;ST0001;-5.6604;-5.655;-5.6077;-5.6414
2021-02-01 02:34:00;ST0001;-5.6753;-5.666;-5.6299;-5.6763
2021-02-01 02:34:00;ST0002;-1.6677;-1.6604;-1.6791;-0.1761
2021-02-01 02:35:00;ST0002;-1.6844;-1.6904;-1.6696;-0.1716
2021-02-01 02:35:00;ST0001;-5.6809;-5.6808;-5.7078;-5.6866
2021-02-01 02:36:00;ST0001;-5.6703;-5.7005;-5.6275;-5.6799
2021-02-01 02:36:00;ST0002;-1.6722;-1.6838;-1.697;-0.1957
2021-02-01 02:37:00;ST0001;-5.6684;-5.6667;-5.7205;-5.6724
2021-02-01 02:37:00;ST0002;-1.6874;-1.6601;-1.6578;-0.1725
2021-02-01 02:38:00;ST0001;-5.7041;-5.6904;-5.6629;-5.6976
2021-02-01 02:38:00;ST0002;-1.6987;-1.6982;-1.7056;-0.2078
2021-02-01 02:39:00;ST0002;-1.7224;-1.7075;-1.6952;-0.2014
2021-02-01 02:39:00;ST0001;-5.7061;-5.7047;-5.6307;-5.7084
2021-02-01 02:40:00;ST0001;-5.6957;-5.6824;-5.685;-5.6904
2021-02-01 02:40:00;ST0002;-1.7015;-1.6903;-1.7006;-0.1823
2021-02-01 02:41:00;ST0001;-5.7269;-5.7248;-5.6638;-5.7169
2021-02-01 02:41:00;ST0002;-1.7146;-1.7191;-1.732;-0.2218
2021-02-01 02:42:00;ST0001;-5.6977;-5.6598;-5.6077;-5.6762
2021-02-01 02:42:00;ST0002;-1.6863;-1.6866;-1.6774;-0.1752
2021-02-01 02:43:00;ST0001;-5.6625;-5.6652;-5.7543;-5.6611
2021-02-01 02:43:00;ST0002;-1.6523;-1.6581;-1.6705;-0.162
2021-02-01 02:44:00;ST0001;-5.6339;-5.6367;-5.5844;-5.6361
2021-02-01 02:44:00;ST0002;-1.606;-1.6516;-1.644;-0.1237
2021-02-01 02:45:00;ST0001;-5.6118;-5.615;-5.6161;-5.6139
2021-02-01 02:45:00;ST0002;-1.6176;-1.6356;-1.611;-0.1022
2021-02-01 02:46:00;ST0001;-5.5678;-5.56;-5.5739;-5.5631
2021-02-01 02:46:00;ST0002;-1.5702;-1.5345;-1.5444;-0.0677
2021-02-01 02:47:00;ST0002;-1.5599;-1.5519;-1.555;-0.0466
2021-02-01 02:47:00;ST0001;-5.5422;-5.5568;-5.5388;-5.5666
